rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
8802,mikroskopu,microscope,hadubini,"chombo maalumu cha kimaabara kinachotumika kukuza vitu vidogo visivyoweza kuonekana vizuri kwa macho, vionekane vikubwa zaidi",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8803,mila,customs,,mambo yafanywayo na jamii ya watu kwa mujibu wa asili na utamaduni wao,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8804,milele,eternal,"daima, dawamu","bila kikomo, bila mwisho: Hapana binadamu atakayeishi milele.",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8805,mikwala,obstacles,,mambo anayofanyiwa mtu ili kumkera au kumkwamisha: Bosi alinifanyia mikwala nisipandishwe cheo.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8806,miligramu,milligram,,kipimo cha ujazo ambacho ni sehemu moja ya elfu ya gramu moja,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8807,milenia,millennium,,kipindi au muda wa miaka elfu moja: Nchi za Afrika zilipata uhuru katika milenia ya ishirini.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8808,milimita,millimeter,,kipimo cha urefu ambacho ni sehemu moja ya kumi ya sentimita moja,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8809,milihoi,evil spirit,,shetani mbaya,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8810,miliki,property,,mali aliyo nayo mtu au shirika: Kiunga cha minazi ndiyo miliki pekee aliyoacha.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8811,milioni,million,,idadi inayofikia laki kumi,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8812,milionea,millionaire,,mtu mwenye kumiliki mamilioni ya fedha: Inasemekana kwamba idadi ya watu mamilionea duniani imeongezeka siku hizi.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8813,miliki,own,,kuwa na mali au kitu: Anamiliki magari na majumba ya kupangisha.,"milikia, milikiana, milikika, milikisha, milikiwa",0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8814,mimba,pregnancy,himila,utungo wa kiumbe katika tumbo la mnyama jike au mwanamke kuanzia mbegu ya kiume inapoungana na yai hadi kiumbe anapozaliwa,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8815,mimbari,pulpit,,"kijukwaa au kitu mfano wa kijumba chenye ngazi kilichojengwa kanisani, msikitini au uwanjani ambapo mhubiri hupanda na kukaa anapohubiri ili apate kusikika na kuonekana waziwazi",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8816,mimina,pour,,"tiririsha kitu cha majimaji, punjepunje au ungaunga kutoka kitu kimoja hadi kingine","miminia, miminiana, miminika, miminisha, miminiwa, miminwa",0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8817,mimi,I,,nafsi ya kwanza umoja: Mimi na rafiki yangu tunasoma shule moja.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8818,minajili,due to,,kwa sababu ya: Nimekuja kwa minajili ya kuomba msaada wako.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8819,mindi,small antelope,,"mnyamapori afananaye na funo, swala na kadhalika",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8820,minghairi,without,"bila, ghairi",pasipo,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8821,miminika,pourable,"nyiririka, tiririka",churuzika,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8822,ming'inya,squeeze,,bana kitu laini kwa vidole au vitu vyenye pande mbili,"ming'inyana, ming'inyika, ming'inywa",0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8823,mini,mini,,kitu kifupi kuliko kawaida yake| gauni fupi linalofika juu ya magoti,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8824,minibasi,minibus,,basi dogo,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8825,minisketi,miniskirt,,sketi fupi inayofika juu ya magoti ya mvaaji,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8826,mintarafu,based on,,kutokana na: Mintarafu ya maelezo yako inaelekea ulikuwa na shida.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8827,minya,squeeze,,bana kitu laini kwa nguvu kwa mfano titi au jipu ili kukamua kilichomo,"minyana, minyia, minyiana, minyika, minyisha, minyiwa, minywa",0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8828,miongoni,among,,"baadhi ya, kati ya: Wanafunzi ni miongoni mwa watu walionilaki.",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8829,mipasho,hidden messages,,nyimbo za mafumbo aghalabu za taarabu zilizokusudiwa kumsema mtu,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8830,miondoko,gait,,namna ya kutembea| mtindo wa kucheza dansi,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8831,miraa,khat,"mirungi, mairungi",vikonyo vya mraa vyenye majani yanayotafunwa kuwa kileo,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8832,miraba minne,stocky,,kubwa na nene na -enye nguvu: Jitu la miraba minne.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8833,mirathi,inheritance,,mali iliyoachwa na marehemu ili igawanywe kwa watoto wake| utaratibu wa kugawa mali ya marehemu kwa mujibu wa sharia ya Kiisilamu,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8834,mirimo,inherited practices,,shughuli inayorithishwa na wazee kwa watoto wao| siri inayojulikana kwa wachawi peke yao,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8835,mirungi,-,,,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8836,misa,Mass,,ibada inayoongozwa na padri ikiambatana na sakramenti ya ekaristi: Padri husoma misa tatu kila Jumapili.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8837,misale,missal,,kitabu cha sala za ibada ya misa,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8838,misheni,mission,,"makazi ya watumishi wa kanisa, hususan mapadri na masista| kikundi cha watu wanaotangaza na kueneza dini ya Kikristo",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8839,miski,musk,,unga mweusi unaotumika kutengenezea manukato,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8840,mitabendi,radio waves,,masafa ya mawimbi ya sauti yanayorushwa na kituo cha redio,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8841,mita,meter,,"chombo kinachoonyesha kiasi cha matumizi ya kitu kwa mfano maji, umeme",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8842,mitembo,cracked heels,,"matende yenye mipasuko, ugonjwa wa kupasuka visigino",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8843,miteni,two hundred,,mia mara mbili,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8844,mitara,polygamy,,wanawake zaidi ya mmoja walioolewa na mume mmoja: Baba yake alikuwa na mitara.| ndoa ya wake wengi,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8845,miliki,domain,himaya,eneo la nchi ambalo mtawala analidhibiti,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8846,mithili,similar to,,neno litumikalo kufananisha vitu: Anaongea mithili ya kibogoyo.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8847,mithaki,perfect,madhubuti,kamilifu,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8848,mitishamba,medicinal plants,,dawa asilia zitokanazo na mimea inayomea msituni au kupandwa kimakusudi kwa sababu hiyo,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8849,mithilisha,compare,"fananisha, linganisha",onyesha hali ya kufanana kwa kitu kimoja na kingine,"mithilishiana, mithilishika, mithilishiwa, mithilishwa",0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8850,mitu,small parrot,,kasuku wadogo wa jamii ya kwale wenye rangi ya buluu na manjano,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8851,miuja,strange matters,miujiza,"mambo yasiyokuwa ya kawaida, mambo ya ajabu",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8852,miwani,glasses,,kifaa kilichotengenezwa kwa vioo na vishikio viwili vya masikio na huvaliwa machoni aghalabu na mtu asiyeweza kuona vizuri,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8853,mitongo,delirious sounds,,sauti anayotoa mgonjwa anapozidiwa: Mara kwa mara mgonjwa akizidiwa mitongo huwa ishara.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8854,miundombinu,infrastructure,,"aina ya mfumo fulani wa kitu, mahali, shirika au asasi unaowezesha shughuli fulani kufanyika kwa ufanisi kwa mfano mfumo wa simu au wa usafiri",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8855,mizani,balance,,kifaa kitumikacho kupima uzito wa vitu: Mizani hii inapima uzito wa kilo tano tu.| silabi za mstari wa shairi au utenzi: Mashairi mengi yana mizani kumi na sita.| utulivu wa mawazo unaomwezesha kutafakari jambo kwa makini na busara,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8856,mizania,budget,,makadirio ya ulinganifu wa matumizi na mapato ya fedha,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8857,mizungu,illusion,"kinyago, kiinimacho, mazingaombwe, mauzauza",mafunzo ya hekima hususan katika kumbi za uganga yanayotolewa kwa siri| matendo ya kudanganya macho ambayo humfanya mtu kuona mambo kinyume na jinsi yalivyo,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8858,mja,human being,"mtu, binadamu",mwanadamu,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8859,mjafari,thorny tree,,"mti ulio na miba, maua ya njano na majani madogo yaliyo shinani na ambao mizizi yake hutu",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8860,mjadala,discussion,,mazungumzo yanayohusu mada mahususi ambayo hufanywa kwa kujenga hoja,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8861,mjaji,newcomer,,mtu anayekuja: Mjaji kesho ni nani?,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8862,mjakaranda,jacaranda tree,,mti mrefu unaotoa maua ya rangi ya zambarau,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8863,mjakazi,female slave,kijakazi,"mtumwa wa kike, mwanamke anayefanyishwa kazi kama mtumwa",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8864,mjamzito,pregnant woman,,mwanamke aliye na mimba,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8865,mjali,lamp wick,,utambi wa taa ya kandili au kibatari,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8866,mjarari,winch rope,ujari,kamba inayoviringishwa kwenye gurudumu la cherehani au usukani wa chombo ili kuuzungusha,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8867,mjanja,cunning person,"mdanganyifu, ayari, mwongo, laghai, guberi, baramaki","mtu asiye mkweli, mtu mwenye ghiliba au hila",,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8868,mjane,widow,,mke au mume aliyefiwa au kuachana na mwenzake| mtu asiyeoa wala kuolewa,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8869,mjao,high tide,bamvua,kujaa tele kwa maji katika chombo au bahari hadi mengine kumiminika: Bahari mjao kujaa kwa bahari,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8870,mjatete,acacia tree,,mti wa jamii ya mgunga,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8871,mjasiriamali,entrepreneur,,mtu anayethubutu kuingiza mtaji katika biashara bila ya kujali hasara: Bill Gates ni mjasiriamali anayetambulika ulimwenguni kote.,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8872,mjango,futile journey,,safari aifanyayo mtu ambayo haimpatii tija yoyote,,0,0,2023-02-19 13:59:46.752+00,2023-02-19 13:59:46.752+00
8873,mjeledi,whip,,kiboko kinachonepa ambacho hutumiwa kuchapia watu au wanyama,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8874,mjengo,building,,namna kitu kilivyojengwa| mti utumikao kujenga,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8875,mjenzi,builder,,mtu afanyaye kazi ya kujenga nyumba au hata barabara,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8876,Mjesuti,Jesuit,,padri wa madhehebu ya Kikristo yanayoitwa Chama cha Yesu kilichoanzishwa mwaka 1534,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8877,mji,grave chamber,mwanandani,"sehemu ya ndani ya kaburi ambapo maiti hulazwa na kufunikwa na mbao, matawi na kisha kukandikwa kabla kaburi halijafukiwa",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8878,mji,town,kaya,mahali penye nyumba nyingi za kuishi watu wengi wenye kufanya shughuli tofauti: Mji mkuu wa nchi mji ambao ndio makao ya serikali ya nchi| nyumba wanamoishi watu wa familia moja: Huu ndio mji wa kaka yangu.,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8879,mji,womb,,sehemu ya tumbo la uzazi la mwanamke aliye na mimba inayounganisha mtoto na mwili wa mama| sehemu ya katikati ya kanga au nguo,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8880,mjeuri,insolent person,,"mtu asiyekuwa na utii, mtu mwenye ufidhuli, fidhuli",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8881,mjibizo,reaction,,tendo linaloonyesha utashi wa kufanya kinyume cha vile ilivyofanywa awali kwa mfano vita vya Mau Mau (Kenya) vilikuwa mjibizo wa utawala wa kikoloni wa Mwingereza,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8882,mjiko,hemorrhoids,"kikundu, futuri, puru, bawasiri",ugonjwa unaosababisha mkundu kuvimba na kutokeza nje hata damu kutoka,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8883,mjima,cooperative farmer,,mtu mmojawapo kati ya wakulima wa ushirika,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8884,mjinga,foolish person,"mbono, msanapiti",mti unaotoa utomvu mweupe na maua meupe yenye doa la njano katikati,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8885,mjio,coming,,"jambo linalomfanya mtu au kitu kuja, hali ya kuja",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8886,mjisifu,boastful person,,"mtu ajisifuye mwenyewe, apendaye kujinaki",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8887,mjinga,fool,"fala, juha, gulagula",mtu asiyejua kitu| tamko la kuonyesha dharau kwa anayeambiwa,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8888,mjoho,plum tree,,mti unaofanana na mtufaha mwitu na huzaa matunda damu au mafaume ambayo nyama yake ni nyekundu,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8889,mjo,arrival,,"hali ya ujaji, tendo la kuja: Mjo wake haukuwa wa kawaida.",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8890,mjohoro,neem tree,mkenge,"mti wenye majani madogo na membamba yaliyojipanga katika jozi na yasiyopukutika yote, maua ya manjano na vishada vya tumba ndefu nyembamba",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8891,mjoja,dugout canoe tree,,mti mgumu utumiwao kutengeneza ngalawa,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8892,mjomba,uncle,,"mwanamume aliye ndugu ya mama, kaka ya mama",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8893,mjomba,slender fish,,samaki mwembamba na mrefu apatikanaye katika majichumvi,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8894,mjomba,coastal term of address,Mswahili,jina aitwalo mtu wa pwani na watu wa bara: Mjomba una kisamvu au kihogo utugawie?,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8895,mjoli,freed slave descendant,,mtu ambaye ni kizalia cha mtumwa aliyeachwa huru,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8896,mjombakaka,large lizard,,mjusi mkubwa aishiye miambani au mitini,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8897,mjuba,large lizard,,aina fulani ya mjusi mkubwa,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8898,mjuba,arrogant person,,"mtu fidhuli na jeuri, mtu ajifanyaye kuwa anajua  ilhali hajui",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8899,mjukuu,grandchild,,mtoto anayezaliwa na mtoto wako,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8900,mjumbe,representative,,"mtu aliyetumwa kupeleka taarifa| mtu anayehudhuria mkutano kwa niaba ya shirika lake, mtu aliyeteuliwa kuwakilisha watu wengine katika mkutano",,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8901,mjume,engraver,,mtu mwenye ujuzi wa kutia nakshi vyombo kwa mfano madini na kadhalika,,0,0,2023-02-19 13:59:46.753+00,2023-02-19 13:59:46.753+00
8902,mjumu,large knife,,kisu kikubwa kisichokuwa na mpini,,0,0,2023-02-19 13:59:46.889+00,2023-02-19 13:59:46.889+00
8903,mjusi,bleeding disease,,ugonjwa unaomfanya mtu kutoka damu puani,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8904,mjusi,lizard,,"mnyama wa jamii ya kenge lakini mdogo kwa umbo, ambaye huishi kwenye mashimo, miamba, nyumba na kadhalika",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8905,mjumu,knife maker,,mtu anayefua visu,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8906,mjusiislamu,praying lizard,gonda,mjusi anayeishi kwenye mawe ambaye huinua kichwa juu na kukiweka chini,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8907,mjusikafiri,house lizard,,mjusi mdogo anayependa kuishi kwenye kuta za nyumba,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8908,mjuu,offshore wind,,upepo unaovuma kuelekea baharini kutoka nchi kavu,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8909,mjuvi,arrogant person,"mjuaji, baramaki, mjuba","mtu ajifanyaye anajua vitu vyote| mtu mkorofi, mtu mjeuri",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8910,mkaa,hunter,,mabaki ya kuchomwa kwa vipande vya miti na kuzimwa kabla ya kuwa majivu na kutumiwa kwa kupikia na kadhalika,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8911,mkaa,charcoal,"mwindaji, mrumba, msasi",mtu anayewinda,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8912,mkaajabali,silvery plant,,mmea mdogo wenye majani ya rangi ya fedha na maua madogo ya rangi ya urujuani,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8913,mkaa,cough remedy tree,,mti wenye gome litumikalo kama dawa ya kukohoa au kuzuia kuhara,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8914,mkabala,opposite,,"mbele ya, tazamana na: Posta ipo mkabala na benki.",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8915,mkaajikoni,homebody,,mtu anayependa sana kukaa nyumbani,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8916,mjuzi,expert,"bingwa, stadi, galacha",mahiri wa kufanya jambo fulani,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8917,mkabala,relationship,,uhusiano na watu: Alikuwa na mkabala mwema na majirani zake.| utaratibu wa kufanya jambo,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8918,mkabidhi,keeper,,mtu mwenye kuhifadhi vitu kwa ajili ya mtu mwingine,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8919,mkabilishamsi,sun-facing plant,,mmea ulio na majani madogo ambayo yana umbo lililogawanyika sehemu tano,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8920,mkadamu,estate manager,,"mtu anayesimamia mashamba, viunga na kadhalika vya mwenye mali",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8921,mkadi,fragrant tree,,mti mrefu wenye maua yaliyo na mibamiba ambayo hunukia na aghalabu hupatikana kando ya bahari,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8922,mkaguzi,inspector,,mtu anayechunguza na kuhakiki kazi ili kuthibitisha kuwa imefanywa vyema,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8923,mkahale,eye applicator,,kijiti kitumikacho kupakia wanja machoni,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8924,mkahawa,coffee plant,mbuni,mmea unaozaa buni au kahawa,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8925,mkahawa,coffee shop,,mahali panapouzwa vyakula vidogovidogo kwa mfano chai na kahawa,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8926,mkaidi,disobedient person,"mbishi, mshindani","mtu anayebisha jambo analoambiwa, mtu anayekaidi kufanya analotakiwa kufanya",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8927,mkaja,postpartum cloth,,kitambaa au nguo ambayo mwanamke hujifunga tumboni baada ya kujifungua| ada anayolipa mwanamume kwa ndugu wa mchumba wake,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8928,mkaka,hardwood tree,mkurungu,mti wa porini wenye kiini cheusi na kigumu na majani madogomadogo,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8929,mkakamavu,energetic person,,mtu mchangamfu na anayetembea harakaharaka,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8930,mkakamo,muscle stiffness,,hali ya misuli ya mwili kukaza na kuwa migumu na hata kumfanya mtu kuzirai,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8931,mkakau,peanut plant,,mti unaozaa kaukau ambazo zikisagwa unga wake hutengenezewa kinywaji au chokoleti,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8932,mkalimani,interpreter,,mtu anayetafsiri mazungumzo papo kwa papo kutoka lugha moja kwenda lugha nyingine,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8933,mkale,traditionalist,mhafidhina,mtu anayeshikilia mambo ya kale| mtu mwenye umri mkubwa ambaye anajua mambo ya zamani| mtu aliyeishi miaka mingi,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8934,mkaliliaji,boat balancer,,mtu anayesimama kwenye mrengo wa ngalawa ili kuifanya isielemee upande mmoja,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8935,mkakati,strategy,mbinu,mpango unaoandaliwa kwa makini kabisa kwa lengo la kutekeleza jambo fulani,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8936,mkakasi,round container,,chombo cha mviringo ambacho kwa ndani huzungushiwa mbao na hutumiwa kuwekea vitu vidogovidogo,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8937,mkakasi,soft tree,,mti mrefu na laini sana,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8938,mkalatusi,eucalyptus tree,,"mti wenye magome yanayobanduka vipandevipande na usiopukutisha majani ambao hukua upesi na hutumika kutengeneza vigingi vya umeme, nyua, dawa au mafuta na mbao zake ni thabiti",,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8939,mkalio,service payment,,malipo yanayotolewa kwa wahudumu wa bi harusi kwa kipindi cha juma moja,,0,0,2023-02-19 13:59:46.89+00,2023-02-19 13:59:46.89+00
8940,mkalaminti,aromatic plant,,mmea mdogo unaonukia wenye maua ya buluu,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8941,mkamadume,male ruler,makame,cheo cha mtawala wa jadi huko Pemba,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8942,mkamasi,slippery-fruited tree,,mti wenye matunda yenye utelezi mithili ya kamasi lakini yanayoliwa na binadamu,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8943,mkama,lakeside ruler,,cheo cha mtawala wa jadi katika maeneo ya ukanda wa maziwa makuu ya Afrika Mashariki,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8944,mkamamamba,kingfisher,,ndege wa jamii ya mbayuwayu au teleka,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8945,mkamatano,struggle,,hali ya kushikamana kwa nguvu; hali ya kukamatana kwa watu au vitu,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8946,mkamba,asthma,"kichomi, nimonia",ugonjwa wa mapafu unaomfanya mtu apumue kwa shida,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8947,mkamshi,large ladle,,chombo mfano wa kijiko kikubwa kilichotengenezwa kwa mti ambacho hutumiwa kuchotea mchuzi,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8948,mkanda,belt,,"kamba pana ya ngozi, nguo au plastiki inayovaliwa kiunoni| mshipi wa ngozi au nguo wa kuendeshea mtambo",,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8949,mkambi,leg kick,,mpigo wa miguu ufanywao na mwogeleaji awapo ndani ya maji,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
8950,mkanda,strait,,njia nyembamba ya bahari iliyo kati ya pande mbili za nchi kavu,,0,0,2023-02-19 13:59:46.892+00,2023-02-19 13:59:46.892+00
